商品名稱或組群	類別	組群代碼	修正事項	公告期數
乾玉米粒	30	301202	新增	36卷20期
海棉蛋糕	30	3007	修正為「海綿蛋糕」	36卷15期
咖啡、咖啡豆、可可、可可豆、巧克力粉	30	300201	修正備註：「可可膏」、「可可漿」、「巧克力醬」、「咖啡醬」商品需檢索2913「果醬、乳製抹醬」組群所有商品	36卷11期
米、麥、麥片、麵粉、穀製粉、綜合穀物纖維粉、粉圓、西谷米	30	3012	組群名稱修正為「米、麥片、麵粉、穀製粉、綜合穀物纖維粉、粉圓、西谷米」	36卷11期
米、麥	30	301201	小類組名稱修正為「米」	36卷11期
麥	30	301201	刪除	36卷11期
燕麥	30	301201	刪除	36卷11期
麥糠	30	301201	刪除	36卷11期
蕎麥	30	301201	刪除	36卷11期
高粱	30	301201	刪除	36卷11期
紅麴	30	3017	新增	36卷11期
甜酒釀	30	3017	新增	36卷11期
酒糟	30	3017	新增	36卷11期
紅糟	30	3017	新增	36卷11期
甜酒釀	30	3018	刪除組群，移至「3017」	36卷11期
甜酒釀	30	3018	刪除，移至「3017」	36卷11期
酒糟	30	3018	刪除，移至「3017」	36卷11期
紅糟	30	3018	刪除，移至「3017」	36卷11期
食用岩鹽	30	300401	新增	36卷09期
紅豆餅	30	3007	新增	36卷09期
鬆餅	30	3007	新增	36卷09期
大豆鬆餅	30	3009	刪除，移至「3007」	36卷09期
薄鬆餅	30	3009	刪除，移至「3007」	36卷09期
義大利式烘餡餅	30	3009	刪除，移至「3007」	36卷09期
鬆餅	30	3009	刪除，移至「3007」	36卷09期
茶葉製成之飲料	30	300102	修正備註：「茶葉製成之飲料」小類組所有商品需檢索290101「獸乳、調味乳、乳酸菌飲料」小類組、290102「米漿、豆漿、蜜豆奶」小類組、300202「咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」小類組、3202「汽水、果汁、礦泉水、綜合植物飲料、青草植物茶（包）、製飲料用糖漿製劑」組群所有商品、351902「飲料零售批發」小類組所有服務及430201「餐廳」小類組中之「冷熱飲料店」、「泡沫紅茶店」服務	36卷08期
咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料	30	300202	修正備註：「咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」小類組所有商品需檢索290101「獸乳、調味乳、乳酸菌飲料」小類組、290102「米漿、豆漿、蜜豆奶」小類組、300102「茶葉製成之飲料」小類組、3202「汽水、果汁、礦泉水、綜合植物飲料、青草植物茶（包）、製飲料用糖漿製劑」組群所有商品、351902「飲料零售批發」小類組所有服務及430201「餐廳」小類組中之「冷熱飲料店」、「泡沫紅茶店」服務	36卷08期
茶葉、茶葉製成之飲料	30	3001	修正備註：「茶葉、茶葉製成之飲料」組群所有商品需檢索430201「餐廳」小類組中之「茶藝館」服務	36卷05期
茶葉製成之飲料	30	300102	修正備註：「茶葉製成之飲料」小類組所有商品需檢索290101「獸乳、調味乳、乳酸菌飲料」小類組、290102「米漿、豆漿、蜜豆奶」小類組、300202「咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」小類組、3202「汽水、果汁、礦泉水、綜合植物飲料、青草植物茶（包）、製飲料用糖漿製劑」組群所有商品及351902「飲料零售」小類組所有服務及430201「餐廳」小類組中之「冷熱飲料店」、「泡沫紅茶店」服務	36卷05期
咖啡、可可、巧克加粉、咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料	30	3002	修正備註：「咖啡、可可、巧克力粉、咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」組群所有商品需檢索430201「餐廳」小類組中之「咖啡廳」、「咖啡館」、「流動咖啡餐車」服務	36卷05期
咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料	30	300202	修正備註：「咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」小類組所有商品需檢索290101「獸乳、調味乳、乳酸菌飲料」小類組、290102「米漿、豆漿、蜜豆奶」小類組、300102「茶葉製成之飲料」小類組、3202「汽水、果汁、礦泉水、綜合植物飲料、青草植物茶（包）、製飲料用糖漿製劑」組群所有商品及351902「飲料零售」小類組所有服務及430201「餐廳」小類組中之「冷熱飲料店」、「泡沫紅茶店」服務	36卷05期
蒟蒻麵條	30	301601	新增	36卷05期
餡餅、饅頭、燒賣、蘿蔔糕、餡料	30	3009	修正備註：二、「鍋貼」、「煎餃」商品需檢索301601「麵條、水餃、餛飩」小類組中之「水餃」、「冷凍水餃」、「蒸餃」、「義式水餃」商品	35卷22期
義式水餃	30	3009	刪除，移至「301601」	35卷22期
麵條、水餃、餛飩	30	301601	修正備註：二、「水餃」、「冷凍水餃」、「蒸餃」、「義式水餃」商品需檢索3009「餡餅、饅頭、燒賣、蘿蔔糕、餡料」組群中之「鍋貼」、「煎餃」商品	35卷22期
咖啡、咖啡豆、可可、可可豆、巧克力粉	30	300201	修正備註：「巧克力醬」、「咖啡醬」商品需檢索2913「果醬、乳製抹醬」組群所有商品	35卷14期
綜合四果冰	30	3003	刪除	35卷14期
米苔目冰	30	3003	刪除	35卷14期
醬油、調味醬	30	300402	新增備註：一、「醬油、調味醬」小類組所有商品需檢索2916「食用乾製花草」組群所有商品	35卷14期
魚露	30	300402	新增	35卷14期
調味用香料	30	300404	新增備註：「調味用香料」小類組所有商品需檢索2916「食用乾製花草」組群所有商品	35卷14期
洋芋片	30	300602	刪除，移至「290802」	35卷14期
洋芋捲	30	300602	刪除，移至「290802」	35卷14期
洋芋粒	30	300602	刪除，移至「290802」	35卷14期
薯餅	30	300602	刪除，移至「290802」	35卷14期
冰沙	30	3003	新增	35卷04期
香椿醬	30	300402	新增	35卷04期
調味用醬	30	300402	新增	35卷04期
香草	30	300404	刪除	34卷18期
香草（佐料）	30	300404	新增	34卷18期
米製點心片	30	300602	新增	34卷18期
米果、餅乾、穀製點心片	30	300602	修正備註二：「玉米片」、「穀製點心片」、「米製點心片」、「即食穀製乾點」、「即食穀製點心片」、「玉米脆片」商品需檢索301202「麥片、麵粉、穀製粉、綜合穀物纖維粉」小類組中之「麥片」、「燕麥片」商品	34卷18期
碾碎玉米	30	301201	新增	34卷18期
玉米粗粉	30	301202	新增	34卷18期
烘焙粉	30	301202	新增	34卷18期
麥片、麵粉、穀製粉、綜合穀物纖維粉	30	301202	修正備註三：「麥片」、「燕麥片」商品需檢索300602「米果、餅乾、穀製點心片」小類組中之「玉米片」、「穀製點心片」、「米製點心片」、「即食穀製乾點」、「即食穀製點心片」、「玉米脆片」商品	34卷18期
烹飪用烘焙小蘇打粉	30	3017	新增	34卷18期
青醬	30	300402	新增	34卷15期
和果子	30	300602	新增	34卷15期
洋果子	30	300602	新增	34卷15期
茶葉製成之飲料	30	300102	修正備註：「茶葉製成之飲料」小類組所有商品需檢索290101「獸乳、調味乳、乳酸菌飲料」小類組、290102「米漿、豆漿、蜜豆奶」小類組、300202「咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」小類組、3202「汽水、果汁、礦泉水、綜合植物飲料、青草植物茶（包）、製飲料用糖漿製劑」組群所有商品、351902「飲料零售」小類組所有服務	34卷14期
咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料	30	300202	修正備註：「咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」小類組所有商品需檢索290101「獸乳、調味乳、乳酸菌飲料」小類組、290102「米漿、豆漿、蜜豆奶」小類組、300102「茶葉製成之飲料」小類組、3202「汽水、果汁、礦泉水、綜合植物飲料、青草植物茶（包）、製飲料用糖漿製劑」組群所有商品、351902「飲料零售」小類組所有服務	34卷14期
ＸＯ醬	30	300402	新增	33卷23期
喜餅	30	300602	新增	33卷23期
茶葉、茶葉製成之飲料	30	3001	新增備註：「茶葉、茶葉製成之飲料」組群所有商品需檢索430201「餐廳」小類組中之「冷熱飲料店」、「茶藝館」、「泡沫紅茶店」服務	33卷18期
茶葉製成飲料	30	300102	修正為「茶葉製成之飲料」	33卷18期
咖啡，可可，巧克力粉，咖啡、可可、巧克力製成之飲料	30	3002	修正為「咖啡、可可、巧克力粉、咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」	33卷18期
咖啡、可可、巧克力粉、咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料	30	3002	新增備註：「咖啡、可可、巧克力粉、咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」組群所有商品需檢索430201「餐廳」小類組中之「冷熱飲料店」、「咖啡廳」、「咖啡館」、「流動咖啡餐車」服務	33卷18期
用作咖啡代用品的植物製劑	30	300201	刪除	33卷18期
咖啡代用品植物製劑	30	300201	新增	33卷18期
咖啡、可可、巧克力製成之飲料	30	300202	修正為「咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」	33卷18期
咖啡及其製成之飲料	30	300202	刪除	33卷18期
可可及其製成之飲料	30	300202	刪除	33卷18期
巧克力飲料	30	300202	新增	33卷18期
巧克力汁	30	300202	刪除	33卷18期
咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料	30	300202	修正備註：「咖啡製成之飲料、可可製成之飲料、巧克力製成之飲料」小類組所有商品需檢索290101「獸乳、調味乳、乳酸菌飲料」小類組、290102「米漿、豆漿、蜜豆奶」小類組、300102「茶葉製成之飲料」小類組、3202「汽水、果汁、礦泉水、綜合植物飲料、青草植物茶（包）、製飲料用糖漿製劑」組群所有商品	33卷18期
茶點用冰	30	3003	刪除	33卷18期
飲料用冰	30	3003	新增	33卷18期
冰、冰淇淋	30	3003	新增備註：「冰、冰淇淋」組群所有商品需檢索430201「餐廳」小類組中之「冰果店」服務	33卷18期
鹽、調味用醬、醋、調味品、調味用香料	30	3004	修正為「鹽、醬油、調味醬、醋、調味用香料」	33卷18期
調味用醬	30	300402	修正為「醬油、調味醬」	33卷18期
壼底油	30	300402	修正為「壺底油」	33卷18期
芥末醬	30	300402	刪除	33卷18期
調味用滷菜醬	30	300402	刪除	33卷18期
滷汁	30	300402	新增	33卷18期
醬油、調味醬	30	300402	新增備註：：「調味用肉汁」商品需檢索290604「肉汁、肉湯、魚汁、魚湯」小類組、291403「素食高湯」小類組所有商品	33卷18期
黑酢	30	300403	刪除	33卷18期
結晶酢	30	300403	刪除	33卷18期
白酢	30	300403	刪除	33卷18期
調味品	30	300404	刪除	33卷18期
調味品、調味用香料	30	300404	修正為「調味用香料」	33卷18期
調味用肉汁	30	300404	移至「300402」	33卷18期
丁香（調味品）	30	300404	刪除	33卷18期
肉桂（調味品）	30	300404	刪除	33卷18期
芥末	30	300404	刪除	33卷18期
芥茉粉	30	300404	刪除	33卷18期
調味用蔥油酥	30	300404	刪除	33卷18期
生薑（調味香料）	30	300404	刪除	33卷18期
調味包	30	300404	刪除	33卷18期
咖啡調味品	30	300404	刪除	33卷18期
咖啡用調味香料	30	300404	新增	33卷18期
除香精油外的蛋糕用調味香料	30	300404	刪除	33卷18期
蛋糕用非香精油調味香料	30	300404	新增	33卷18期
酸辣醬（調味品）	30	300404	刪除	33卷18期
非醫用浸液	30	300404	刪除	33卷18期
食用糖蜜	30	300502	刪除	33卷18期
蜜	30	300502	修正備註：「蜂王漿」、「蜂王乳」、「蜂王精」、「蜂膠片」、「蜂膠」、「蜜蜂膠」、「蜜梨漿」、「食用花粉」商品需檢索0503「營養補充品」組群所有商品	33卷18期
牛乳糖	30	300601	刪除	33卷18期
口香糖（醫療用除外）	30	300601	刪除	33卷18期
非醫用潤喉糖	30	300601	刪除	33卷18期
聖誕樹裝飾用糖果	30	300601	刪除	33卷18期
裝飾聖誕樹用糖果	30	300601	新增	33卷18期
糖片（糖果）	30	300601	刪除	33卷18期
捲酥	30	300602	刪除	33卷18期
油煎圈餅	30	300602	刪除	33卷18期
爆玉米花	30	300602	刪除	33卷18期
薄餅	30	300602	刪除	33卷18期
穀類脆片	30	300602	新增	33卷18期
即食穀製點心片	30	300602	新增	33卷18期
各式餅乾	30	300602	刪除	33卷18期
中式喜餅	30	300602	新增	33卷18期
可食用的裝飾餅	30	300602	刪除	33卷18期
可食用的裝飾糕餅	30	300602	新增	33卷18期
裝飾聖誕樹用糕餅	30	300602	刪除	33卷18期
米果、餅乾、穀製點心片	30	300602	新增備註二：「玉米片」、「穀製點心片」、「即食穀製乾點」、「即食穀製點心片」、「玉米脆片」商品需檢索301202「麥片、麵粉、穀製粉、綜合穀物纖維粉」小類組中之「麥片」、「燕麥片」商品	33卷18期
土司、蛋糕、麵包、漢堡	30	3007	修正為「土司、麵包、蛋糕、漢堡」	33卷18期
蛋奶凍（糕）	30	3007	刪除	33卷18期
奶油凍	30	3007	刪除	33卷18期
薑汁麵包	30	3007	刪除	33卷18期
薑麵包	30	3007	新增	33卷18期
米漢堡	30	3007	新增	33卷18期
蛋糕上可食用的裝飾品	30	3007	刪除	33卷18期
油炸圈餅	30	3007	刪除	33卷18期
土司、麵包、蛋糕、漢堡	30	3007	新增備註：「米漢堡」商品需檢索301501「粥、飯、筒仔米糕」小類組中之「飯糰」、「糯米糰」商品	33卷18期
餡餅、饅頭、豆沙、蔥油餅、大豆鬆餅	30	3009	修正為「餡餅、饅頭、燒賣、蘿蔔糕、餡料」	33卷18期
涼圓	30	3009	新增	33卷18期
麻糬	30	3009	移至「300602」	33卷18期
冰淇淋麻糬	30	3009	移至「300602」	33卷18期
銀絲卷	30	3009	刪除	33卷18期
義式水餃	30	3009	新增	33卷18期
魚餃、蛋餃、水晶餃	30	3010	修正為「魚餃、蛋餃、火鍋餃」	33卷18期
米、麥、麵粉、穀製粉、綜合穀物纖維粉、粉圓、西谷米	30	3012	修正為「米、麥、麥片、麵粉、穀製粉、綜合穀物纖維粉、粉圓、西谷米」	33卷18期
碾碎的大麥	30	301201	刪除	33卷18期
碾碎大麥	30	301201	新增	33卷18期
碾碎的燕麥	30	301201	刪除	33卷18期
碾碎燕麥	30	301201	新增	33卷18期
人食用去殼穀物	30	301201	刪除	33卷18期
人食用去殼穀粒	30	301201	新增	33卷18期
麵粉、穀製粉、綜合穀物纖維粉	30	301202	修正為「麥片、麵粉、穀製粉、綜合穀物纖維粉」	33卷18期
大麥粉	30	301202	刪除	33卷18期
澱粉	30	301202	刪除	33卷18期
甘米粉	30	301202	刪除	33卷18期
綜合穀類纖維粉	30	301202	刪除	33卷18期
蓬萊米粉	30	301202	刪除	33卷18期
豆粉	30	301202	刪除	33卷18期
食用土豆粉	30	301202	刪除	33卷18期
麥片、麵粉、穀製粉、綜合穀物纖維粉	30	301202	修正備註一：「麥粉」、「米仔麩」、「米麥粉」商品需檢索0512「嬰兒食品」組群中之「嬰兒麥粉」、「嬰兒米粉」、「嬰兒食品」商品。修正備註二：「黃豆粉」、「大豆粉」、「黑豆粉」商品需檢索290104「豆花、豆花粉、豆奶粉、椰漿粉」小類組中之「豆奶粉」、「豆漿粉」商品。修正備註三：「麥片」、「燕麥片」商品需檢索300602「米果、餅乾、穀製點心片」小類組中之「玉米片」、「穀製點心片」、「即食穀製乾點」、「即食穀製點心片」、「玉米脆片」商品	33卷18期
粥、飯、筒仔米糕、速食麵、刀削麵	30	3015	修正為「粥、飯、筒仔米糕、速食麵、牛肉麵」	33卷18期
粥、飯、筒仔米糕、速食麵、牛肉麵	30	3015	修正備註：「粥、飯、筒仔米糕、速食麵、牛肉麵」組群所有商品需檢索301601「麵條、水餃、餛飩」小類組所有商品及430201「餐廳」小類組所有服務	33卷18期
西谷米粥	30	301501	刪除	33卷18期
羹肉飯	30	301501	刪除	33卷18期
現炸排骨飯	30	301501	刪除	33卷18期
粥、飯、筒仔米糕	30	301501	新增備註一：「飯糰」、「糯米糰」商品需檢索3007「土司、麵包、蛋糕、漢堡」組群中之「米漢堡」商品。修正備註二：「肉粽」、「粽子」商品需檢索3009「餡餅、饅頭、燒賣、蘿蔔糕、餡料」組群中之「水晶粽」商品。修正備註三：「壽司」商品需檢索3009「餡餅、饅頭、燒賣、蘿蔔糕、餡料」中之「手捲」商品。修正備註四：「八寶粥」、「糯米粥」、「燕麥粥」、「桂圓麥角粥」、「桂圓花生糯米粥」、「麥片粥」、「食用加奶粥」商品需檢索2910「紅豆湯、綠豆湯、花生仁湯」組群所有商品	33卷18期
速食麵、刀削麵	30	301502	修正為「速食麵、牛肉麵」	33卷18期
麵條、水餃、餛飩、生麵糰、春捲皮、餛飩皮	30	3016	修正為「麵條、水餃、餛飩、春捲皮、餛飩皮、生麵糰」	33卷18期
義式水餃	30	301601	新增	33卷18期
義大利式麵條	30	301601	刪除	33卷18期
生麵糰、春捲皮、餛飩皮	30	301602	修正為「春捲皮、餛飩皮、生麵糰」	33卷18期
蛋餅皮	30	301602	新增	33卷18期
酵母（活性乾酵母、活性新鮮酵母）、釀麴、種麴（醬油種麴、味噌種麴）	30	3017	修正為「酵母、釀麴、種麴」	33卷18期
發麵糰用酵母	30	3017	新增	33卷18期
乳酸菌（發酵用）	30	3017	修正為「發酵用乳酸菌」	33卷18期
活性乾酵母	30	3017	新增	33卷18期
活性新鮮酵母	30	3017	新增	33卷18期
醬油種麴	30	3017	新增	33卷18期
味噌種麴	30	3017	新增	33卷18期
香腸黏結料、家用嫩肉劑（精）、烹調食用增稠劑	30	3019	修正為「香腸黏結料、家用嫩肉劑、烹調食用增稠劑」	33卷18期
手捲	30	3009	新增	33卷11期
餡餅、饅頭、豆沙、蔥油餅、大豆鬆餅	30	3009	新增備註：「手捲」商品需檢索301501「粥、飯、筒仔米糕」中之「壽司」商品	33卷11期
粥、飯、筒仔米糕	30	301501	新增備註：「壽司」商品需檢索3009「餡餅、饅頭、豆沙、蔥油餅、大豆鬆餅」中之「手捲」商品	33卷11期
茶葉（本小類組商品不包括茶葉製成之飲料）	30	300101	新增備註：「茶葉」組群所有商品需檢索3202「汽水、果汁、礦泉水、綜合植物飲料、青草植物茶（包）、製飲料用糖漿製劑」組群中以「袋茶」、「茶包」樣態呈現之商品	33卷05期
人造咖啡	30	300201	新增	33卷05期
未烘過的咖啡	30	300201	新增	33卷05期
加奶可可飲料	30	300202	新增	33卷05期
米苔目冰	30	3003	新增	33卷05期
食用冰	30	3003	新增	33卷05期
冰凍優酪	30	3003	新增	33卷05期
冷凍優酪	30	3003	新增	33卷05期
天然或人造冰	30	3003	新增	33卷05期
冰粽	30	3003	新增	33卷05期
蜂蜜醋（調味用）	30	300403	新增	33卷05期
水果醋（調味用）	30	300403	新增	33卷05期
調味品、調味用香料	30	300404	新增備註：「調味品」、「調味用肉汁」商品需檢索290604「肉汁、肉湯、魚汁、魚湯」小類組、291403「素食高湯」小類組所有商品	33卷05期
海水（烹飪用）	30	300404	新增	33卷05期
調味用肉汁	30	300404	新增	33卷05期
調味用蔬菜粉	30	300404	新增	33卷05期
酸辣醬（調味品）	30	300404	新增	33卷05期
肉桂（調味品）	30	300404	新增	33卷05期
丁香（調味品）	30	300404	新增	33卷05期
糖果、米果、餅乾、穀製點心片	30	3006	修正備註：一、「糖果、米果、餅乾、穀製點心片」組群所有商品需檢索2905「果凍」組群中之「果凍」、「椰果凍」、「蒟蒻製成之果凍」商品及290802「脫水果蔬、糖漬果蔬」小類組、3008「布丁（粉）」組群所有商品	33卷05期
烏結糖	30	300601	修正為「鳥結糖」	33卷05期
潤喉糖（糖果）	30	300601	新增	33卷05期
非醫用潤喉糖	30	300601	新增	33卷05期
食用糖果	30	300601	新增	33卷05期
口香糖（醫療用除外）	30	300601	新增	33卷05期
荷葉餅	30	300602	移至「3009」	33卷05期
即時穀製乾點	30	300602	修正為「即食穀製乾點」	33卷05期
可食用的裝飾餅	30	300602	新增	33卷05期
裝飾聖誕樹用糕餅	30	300602	新增	33卷05期
蛋白杏仁餅乾	30	300602	新增	33卷05期
慕斯（蛋糕）	30	3007	新增	33卷05期
奶油凍	30	3007	新增	33卷05期
薑汁麵包	30	3007	新增	33卷05期
麵包屑	30	3007	新增	33卷05期
蛋奶凍(糕)	30	3007	新增	33卷05期
未發酵麵包	30	3007	新增	33卷05期
餡餅、饅頭、豆沙、蔥油餅、大豆鬆餅	30	3009	新增備註：「水晶粽」商品需檢索301501「粥、飯、筒仔米糕」小類組中之「肉粽」、「粽子」商品	33卷05期
章魚燒	30	3009	新增	33卷05期
餡料	30	3009	新增	33卷05期
水晶粽	30	3009	新增	33卷05期
墨西哥玉米烙餅	30	3009	新增	33卷05期
湯包	30	3009	新增	33卷05期
火鍋餃	30	3010	新增	33卷05期
火鍋料組合包	30	3010	新增	33卷05期
去殼燕麥	30	301201	新增	33卷05期
去殼大麥	30	301201	新增	33卷05期
人食用去殼穀物	30	301201	新增	33卷05期
擂茶	30	301202	新增	33卷05期
蛋糕預拌粉	30	301202	新增	33卷05期
餅乾預拌粉	30	301202	新增	33卷05期
糕餅預拌粉	30	301202	新增	33卷05期
食用修飾澱粉	30	301202	新增	33卷05期
食用粉	30	301202	新增	33卷05期
大麥粉	30	301202	新增	33卷05期
玉蜀黍粉	30	301202	新增	33卷05期
包藥用糯米紙	30	3014	新增	33卷05期
粥、飯、筒仔米糕	30	301501	新增備註：「肉粽」、「粽子」商品需檢索3009「餡餅、饅頭、豆沙、蔥油餅、大豆鬆餅」組群中之「水晶粽」商品	33卷05期
速食飯調理包	30	301501	新增	33卷05期
炒米苔目	30	301502	新增	33卷05期
米苔目鹹湯	30	301502	新增	33卷05期
速食麵調理包	30	301502	新增	33卷05期
米苔目	30	301601	新增	33卷05期
乳酸菌（發酵用）	30	3017	新增	33卷05期
食用小蘇打粉	30	3017	新增	33卷05期
冰淇淋凝結劑	30	3019	移至「3003」	33卷05期
麵粉、穀製粉、綜合穀物纖維粉	30	301202	新增備註：「黃豆粉」、「大豆粉」、「黑豆粉」、「豆粉」商品需檢索290104「豆花、豆花粉、豆奶粉、椰漿粉」小類組中之「豆奶粉」、「豆漿粉」商品	32卷15期
新鮮韭蔥	31	3101	新增	42卷01期
新鮮甜菜根	31	3101	新增	42卷01期
未加工食用芝麻	31	3101	新增	42卷01期
洋槐豆	31	3101	修正為「未加工洋槐豆」	42卷01期
新鮮朝鮮薊	31	3101	新增	42卷01期
火龍果	31	3101	新增	42卷01期
活鯡魚	31	3102	新增	42卷01期
活鮭魚	31	3102	新增	42卷01期
活沙丁魚	31	3102	新增	42卷01期
活鮪魚	31	3102	新增	42卷01期
穀類種子	31	3106	修正為「栽植用種子」	42卷01期
植物、花卉、種子	31	3106	新增備註：「植物、花卉、種子」組群所有商品需檢索351946「花卉零售批發、種苗零售批發」小類組所有服務	41卷13期
檳榔、荖花、紅灰	31	3110	新增備註：「檳榔、荖花、紅灰」組群所有商品需檢索351945「檳榔零售批發」小類組所有服務	41卷13期
新鮮柑橘	31	3101	新增	41卷01期
甜菜	31	3101	修正為「新鮮甜菜」	41卷01期
南瓜	31	3101	修正為「新鮮南瓜」	41卷01期
柑橘類水果	31	3101	修正為「新鮮柑橘類水果」	41卷01期
菊苣（生菜）	31	3101	修正為「新鮮菊苣」	41卷01期
食用葫蘆科蔬菜	31	3101	修正為「新鮮葫蘆科蔬菜」	41卷01期
新鮮大黃	31	3101	新增	41卷01期
大黃	31	3106	刪除，移至「3101」	41卷01期
可食用混合餌	31	3112	新增	40卷13期
供動物便溺用貓砂或睡臥用墊草	31	3109	修正為「供動物便溺用貓砂」	39卷13期
檸檬	31	3101	修正為「新鮮檸檬」	39卷08期
黃瓜	31	3101	修正為「新鮮黃瓜」	39卷08期
新鮮青蒜	31	3101	新增	39卷08期
新鮮花生	31	3101	新增	39卷08期
菠菜	31	3101	修正為「新鮮菠菜」	39卷08期
萵苣	31	3101	修正為「新鮮萵苣」	39卷08期
繁殖用家禽	31	3102	刪除	39卷08期
飼料	31	3105	修正備註：二、「動物食用酵母」、「動物用肥育劑」、「家畜用肥育劑」商品需檢索0511「動物用藥品、動物用洗滌藥劑」組群中之「動物用營養補充品」商品	39卷08期
動物食用亞麻籽	31	3105	新增	39卷08期
動物食用亞麻籽粉	31	3105	新增	39卷08期
非醫用飼料添加劑	31	3105	刪除	39卷08期
動物用酵母	31	3105	修正為「動物食用酵母」	39卷08期
動物食用蛋白質	31	3105	刪除	39卷08期
動物食用小麥胚芽	31	3105	新增	39卷08期
蘆薈植物	31	3106	新增	39卷08期
人或動物食用海藻	31	3101	修正為「食用海藻」	38卷05期
人或動物食用海藻	31	3105	修正為「動物食用海藻」	38卷05期
哈蜜瓜	31	3101	修正為「哈密瓜」	37卷17期
處理寵物穢物用品	31	3109	組群名稱修正為「貓砂、供動物睡臥用墊草」	37卷10期
處理寵物穢物用香味沙	31	3109	修正為「供寵物便溺用香味沙」	37卷10期
處理寵物穢物用紙製沙	31	3109	修正為「供寵物便溺用紙製沙」	37卷10期
處理寵物穢物用稻草	31	3109	修正為「供動物便溺或睡臥用稻草」	37卷10期
處理寵物穢物用品	31	3109	修正為「供動物便溺用貓砂或睡臥用墊草」	37卷10期
家畜動物用墊草	31	3109	新增	37卷10期
處理動物穢物用泥炭	31	3109	修正為「供動物便溺或睡臥用泥炭」	37卷10期
供動物睡臥用墊草	31	3109	新增	37卷10期
飼料	31	3105	修正備註：二、「非醫用飼料添加劑」、「動物用酵母」、「動物食用蛋白質」、「動物用肥育劑」、「家畜用肥育劑」商品需檢索0511「動物用藥品、動物用含藥洗滌劑」組群中之「醫療用飼料添加劑」、「動物用營養補充品」商品。	37卷08期
植物的種苗	31	3106	刪除	37卷08期
活動物、觀賞用動物	31	3102	修正備註：「蠶」商品需檢索2202「紡織用纖維」組群中之「蠶繭」商品及3107「蠶種」組群所有商品	36卷16期
蠶種	31	3107	修正備註：「蠶種」組群所有商品需檢索2202「紡織用纖維」組群中之「蠶繭」商品及3102「活動物、觀賞用動物」組群中之「蠶」商品	36卷16期
飼料	31	3105	新增備註：一、「飼料」組群所有商品需檢索3112「可食用餌」組群所有商品	36卷12期
可食用餌	31	3112	新增組群。新增備註：「可食用餌」組群所有商品需檢索2803「釣魚用具、人造釣餌」組群中之「人造釣餌」、「狩獵或釣魚用誘餌」、「狩獵或釣魚用香味誘餌」商品及3105「飼料」組群所有商品	36卷12期
可食用餌	31	3112	新增	36卷12期
活餌	31	3112	新增	36卷12期
餌料	31	3112	新增	36卷12期
柑橘	31	3101	刪除	36卷11期
柳橙	31	3101	刪除	36卷11期
核桃	31	3101	刪除	36卷11期
杏子	31	3101	刪除	36卷11期
葡萄	31	3101	刪除	36卷11期
椰仁	31	3101	新增	36卷11期
梅子	31	3101	刪除	36卷11期
李子	31	3101	刪除	36卷11期
菠蘿蜜	31	3101	刪除	36卷11期
栗子	31	3101	刪除	36卷11期
玉米	31	3101	刪除	36卷11期
豌豆	31	3101	刪除	36卷11期
紫蘇	31	3101	刪除	36卷11期
毛豆	31	3101	刪除	36卷11期
青豆	31	3101	刪除	36卷11期
豆莢	31	3101	刪除	36卷11期
青蒜	31	3101	刪除	36卷11期
金茸	31	3101	刪除	36卷11期
黃秋葵	31	3101	刪除	36卷11期
綠竹筍	31	3101	刪除	36卷11期
花生	31	3101	刪除	36卷11期
鮮金針	31	3101	刪除	36卷11期
木耳	31	3101	修正為「鮮木耳」	36卷11期
金菇	31	3101	刪除	36卷11期
洋菇	31	3101	刪除	36卷11期
草菇	31	3101	刪除	36卷11期
鮑魚菇	31	3101	刪除	36卷11期
鮮蠶豆	31	3101	刪除	36卷11期
綠藻	31	3101	刪除	36卷11期
藍藻	31	3101	刪除	36卷11期
青辣椒	31	3101	刪除	36卷11期
蔬菜	31	3101	刪除	36卷11期
水耕蔬菜	31	3101	刪除	36卷11期
蒜	31	3101	刪除	36卷11期
海藻	31	3101	刪除	36卷11期
馬鈴薯	31	3101	刪除	36卷11期
蠔菇	31	3101	刪除	36卷11期
金針菇	31	3101	刪除	36卷11期
猴頭菇	31	3101	刪除	36卷11期
髮菜	31	3101	刪除	36卷11期
高麗菜	31	3101	刪除	36卷11期
洋香瓜	31	3101	刪除	36卷11期
海帶芽	31	3101	刪除	36卷11期
無花果	31	3101	刪除	36卷11期
